tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2006,"Desember","Hasil industri","Bahan kertas",96830
2006,"Desember","Hasil industri","Suku cadang kendaraan",107584
2006,"Desember","Hasil industri","Kendaraan bermotor roda 4 dan lebih",41771
2006,"Desember","Hasil industri","Emas batangan",52029
2006,"Desember","Hasil industri","Suku cadang mesin",73187
2006,"Desember","Hasil industri","Asam berlemak",31600
2006,"Desember","Hasil industri","Komputer dan bagiannya",100136
2006,"Desember","Hasil industri","Sabun mandi dan cuci",30285
2006,"Desember","Hasil industri","Minyak atsiri dan lainnya",20320
2006,"Desember","Hasil industri","Gelas dan barang dari gelas",27564
2006,"Desember","Hasil industri","Pupuk",584
2006,"Desember","Hasil industri","Perlengkapan olahraga",15252
2006,"Desember","Hasil industri","Produk keramik",22037
2006,"Desember","Hasil industri","Makanan ternak",17381
2006,"Desember","Hasil industri","Margarin dan lemak lainnya",12791
2006,"Desember","Hasil industri","Produk farmasi",17749
2006,"Desember","Hasil industri","Barang dari logam mulia",8443
2006,"Desember","Hasil industri","Kulit dan barang dari kulit",18178
2006,"Desember","Hasil industri","Preparat pembasmi kuman",8626
2006,"Desember","Hasil industri","Pesawat udara dan bagiannya",15454
2006,"Desember","Hasil industri","Bahan celup organik sintetik",8468
2006,"Desember","Hasil industri","Semen",22251
2006,"Desember","Hasil industri","Kendaraan bermotor roda 2 dan 3",2980
2006,"Desember","Hasil industri","Barang anyaman",5995
2006,"Desember","Hasil industri","Rotan olahan",1879
2006,"Desember","Hasil industri","Peti kemas",11289
2006,"Desember","Hasil industri","Gliserol dan larutan alkali",290
2006,"Desember","Hasil industri","Hasil industri lainnya",519173
2006,"Desember","Hasil pertambangan dan sektor lainnya","Batubara",608432
2006,"Desember","Hasil pertambangan dan sektor lainnya","Biji tembaga",689796
2006,"Desember","Hasil pertambangan dan sektor lainnya","Biji nikel",40646
2006,"Desember","Hasil pertambangan dan sektor lainnya","Bauksit",5715
2006,"Desember","Hasil pertambangan dan sektor lainnya","Granit",2574
2006,"Desember","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",13612
2006,"Desember","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",762
2006,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",42626
2007,"Januari","Hasil pertanian","Biji coklat",32807
2007,"Januari","Hasil pertanian","Udang",62734
2007,"Januari","Hasil pertanian","Biji kopi",34163
2007,"Januari","Hasil pertanian","Ikan dan lain-lain",43487
2007,"Januari","Hasil pertanian","Rempah-rempah",10571
2007,"Januari","Hasil pertanian","Teh",3959
2007,"Januari","Hasil pertanian","Bahan nabati",4650
2007,"Januari","Hasil pertanian","Buah-buahan",10507
2007,"Januari","Hasil pertanian","Tembakau",3013
2007,"Januari","Hasil pertanian","Sayur-sayuran",2299
2007,"Januari","Hasil pertanian","Damar dan getah damar",1716
2007,"Januari","Hasil pertanian","Karet alam",984
2007,"Januari","Hasil pertanian","Hasil pertanian lainnya",14412
2007,"Januari","Hasil industri","Minyak sawit",271025
2007,"Januari","Hasil industri","Tekstil dan produk tekstil",815336
2007,"Januari","Hasil industri","Peralatan listrik, alat ukur dan optik",625319
2007,"Januari","Hasil industri","Produk logam dasar ",572055
2007,"Januari","Hasil industri","Karet olahan ",419960
2007,"Januari","Hasil industri","Kertas dan barang dari kertas",232485
2007,"Januari","Hasil industri","Makanan olahan",162765
2007,"Januari","Hasil industri","Bahan kimia",302557
2007,"Januari","Hasil industri","Produk kayu olahan",268066
2007,"Januari","Hasil industri","Alas kaki",153035
2007,"Januari","Hasil industri","Damar tiruan, bahan plastik",144522
2007,"Januari","Hasil industri","Furnitur",173084
2007,"Januari","Hasil industri","Kapal laut dan sejenisnya",99064
2007,"Januari","Hasil industri","Bahan kertas",84702
2007,"Januari","Hasil industri","Suku cadang kendaraan",98817
2007,"Januari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",39759
2007,"Januari","Hasil industri","Emas batangan",53782
2007,"Januari","Hasil industri","Suku cadang mesin",77099
2007,"Januari","Hasil industri","Asam berlemak",27813
2007,"Januari","Hasil industri","Komputer dan bagiannya",110997
2007,"Januari","Hasil industri","Sabun mandi dan cuci",31749
2007,"Januari","Hasil industri","Minyak atsiri dan lainnya",19423
2007,"Januari","Hasil industri","Gelas dan barang dari gelas",31286
2007,"Januari","Hasil industri","Pupuk",452
2007,"Januari","Hasil industri","Perlengkapan olahraga",14392
2007,"Januari","Hasil industri","Produk keramik",21698
2007,"Januari","Hasil industri","Makanan ternak",13279
2007,"Januari","Hasil industri","Margarin dan lemak lainnya",7801
2007,"Januari","Hasil industri","Produk farmasi",14724
2007,"Januari","Hasil industri","Barang dari logam mulia",8752
2007,"Januari","Hasil industri","Kulit dan barang dari kulit",16146
2007,"Januari","Hasil industri","Preparat pembasmi kuman",11807
2007,"Januari","Hasil industri","Pesawat udara dan bagiannya",35389
2007,"Januari","Hasil industri","Bahan celup organik sintetik",10329
2007,"Januari","Hasil industri","Semen",14476
2007,"Januari","Hasil industri","Kendaraan bermotor roda 2 dan 3",3295
2007,"Januari","Hasil industri","Barang anyaman",5739
2007,"Januari","Hasil industri","Rotan olahan",924
2007,"Januari","Hasil industri","Peti kemas",4013
2007,"Januari","Hasil industri","Gliserol dan larutan alkali",483
2007,"Januari","Hasil industri","Hasil industri lainnya",396981
2007,"Januari","Hasil pertambangan dan sektor lainnya","Batubara",618847
2007,"Januari","Hasil pertambangan dan sektor lainnya","Biji tembaga",585751
2007,"Januari","Hasil pertambangan dan sektor lainnya","Biji nikel",38018
2007,"Januari","Hasil pertambangan dan sektor lainnya","Bauksit",6710
2007,"Januari","Hasil pertambangan dan sektor lainnya","Granit",2582
2007,"Januari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",15354
2007,"Januari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",471
2007,"Januari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",42776
2007,"Februari","Hasil pertanian","Biji coklat",37825
2007,"Februari","Hasil pertanian","Udang",73439
2007,"Februari","Hasil pertanian","Biji kopi",30099
2007,"Februari","Hasil pertanian","Ikan dan lain-lain",55526
2007,"Februari","Hasil pertanian","Rempah-rempah",14250
2007,"Februari","Hasil pertanian","Teh",4019
2007,"Februari","Hasil pertanian","Bahan nabati",3974
2007,"Februari","Hasil pertanian","Buah-buahan",10137
2007,"Februari","Hasil pertanian","Tembakau",5905
2007,"Februari","Hasil pertanian","Sayur-sayuran",2216
2007,"Februari","Hasil pertanian","Damar dan getah damar",1952
2007,"Februari","Hasil pertanian","Karet alam",1266
2007,"Februari","Hasil pertanian","Hasil pertanian lainnya",14414
2007,"Februari","Hasil industri","Minyak sawit",519783
2007,"Februari","Hasil industri","Tekstil dan produk tekstil",743267
2007,"Februari","Hasil industri","Peralatan listrik, alat ukur dan optik",587759
2007,"Februari","Hasil industri","Produk logam dasar ",649835
2007,"Februari","Hasil industri","Karet olahan ",420331
2007,"Februari","Hasil industri","Kertas dan barang dari kertas",236449
2007,"Februari","Hasil industri","Makanan olahan",165693
2007,"Februari","Hasil industri","Bahan kimia",312312
2007,"Februari","Hasil industri","Produk kayu olahan",278661
2007,"Februari","Hasil industri","Alas kaki",121550
2007,"Februari","Hasil industri","Damar tiruan, bahan plastik",126982
2007,"Februari","Hasil industri","Furnitur",169093
2007,"Februari","Hasil industri","Kapal laut dan sejenisnya",96462
2007,"Februari","Hasil industri","Bahan kertas",99279
2007,"Februari","Hasil industri","Suku cadang kendaraan",91876
2007,"Februari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",49511
2007,"Februari","Hasil industri","Emas batangan",74244
2007,"Februari","Hasil industri","Suku cadang mesin",73884
2007,"Februari","Hasil industri","Asam berlemak",26800
2007,"Februari","Hasil industri","Komputer dan bagiannya",105143
2007,"Februari","Hasil industri","Sabun mandi dan cuci",26187
2007,"Februari","Hasil industri","Minyak atsiri dan lainnya",17342
2007,"Februari","Hasil industri","Gelas dan barang dari gelas",32140
2007,"Februari","Hasil industri","Pupuk",539
2007,"Februari","Hasil industri","Perlengkapan olahraga",16048
2007,"Februari","Hasil industri","Produk keramik",18949
2007,"Februari","Hasil industri","Makanan ternak",24967
2007,"Februari","Hasil industri","Margarin dan lemak lainnya",19497
2007,"Februari","Hasil industri","Produk farmasi",8459
2007,"Februari","Hasil industri","Barang dari logam mulia",12407
2007,"Februari","Hasil industri","Kulit dan barang dari kulit",16374
2007,"Februari","Hasil industri","Preparat pembasmi kuman",10097
2007,"Februari","Hasil industri","Pesawat udara dan bagiannya",37374
2007,"Februari","Hasil industri","Bahan celup organik sintetik",10740
2007,"Februari","Hasil industri","Semen",19247
2007,"Februari","Hasil industri","Kendaraan bermotor roda 2 dan 3",1495
2007,"Februari","Hasil industri","Barang anyaman",4932
2007,"Februari","Hasil industri","Rotan olahan",1564
2007,"Februari","Hasil industri","Peti kemas",3405
2007,"Februari","Hasil industri","Gliserol dan larutan alkali",194
2007,"Februari","Hasil industri","Hasil industri lainnya",461303
2007,"Februari","Hasil pertambangan dan sektor lainnya","Batubara",635752
2007,"Februari","Hasil pertambangan dan sektor lainnya","Biji tembaga",261827
2007,"Februari","Hasil pertambangan dan sektor lainnya","Biji nikel",45377
2007,"Februari","Hasil pertambangan dan sektor lainnya","Bauksit",7382
2007,"Februari","Hasil pertambangan dan sektor lainnya","Granit",1341
2007,"Februari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",16700
2007,"Februari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",739
2007,"Februari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",40469
2007,"Maret","Hasil pertanian","Biji coklat",38581
2007,"Maret","Hasil pertanian","Udang",72830
2007,"Maret","Hasil pertanian","Biji kopi",31784
2007,"Maret","Hasil pertanian","Ikan dan lain-lain",51675
2007,"Maret","Hasil pertanian","Rempah-rempah",13768
2007,"Maret","Hasil pertanian","Teh",4636
2007,"Maret","Hasil pertanian","Bahan nabati",3669
2007,"Maret","Hasil pertanian","Buah-buahan",10119
2007,"Maret","Hasil pertanian","Tembakau",8161
2007,"Maret","Hasil pertanian","Sayur-sayuran",1942
2007,"Maret","Hasil pertanian","Damar dan getah damar",4718
2007,"Maret","Hasil pertanian","Karet alam",1311
2007,"Maret","Hasil pertanian","Hasil pertanian lainnya",18247
2007,"Maret","Hasil industri","Minyak sawit",399610
2007,"Maret","Hasil industri","Tekstil dan produk tekstil",859294
2007,"Maret","Hasil industri","Peralatan listrik, alat ukur dan optik",801454
2007,"Maret","Hasil industri","Produk logam dasar ",806028
2007,"Maret","Hasil industri","Karet olahan ",487133
2007,"Maret","Hasil industri","Kertas dan barang dari kertas",269184
2007,"Maret","Hasil industri","Makanan olahan",184158
2007,"Maret","Hasil industri","Bahan kimia",247684
2007,"Maret","Hasil industri","Produk kayu olahan",280924
2007,"Maret","Hasil industri","Alas kaki",132111
2007,"Maret","Hasil industri","Damar tiruan, bahan plastik",157238
2007,"Maret","Hasil industri","Furnitur",200504
2007,"Maret","Hasil industri","Kapal laut dan sejenisnya",103814
2007,"Maret","Hasil industri","Bahan kertas",86875
2007,"Maret","Hasil industri","Suku cadang kendaraan",99361
2007,"Maret","Hasil industri","Kendaraan bermotor roda 4 dan lebih",78775
2007,"Maret","Hasil industri","Emas batangan",63622
2007,"Maret","Hasil industri","Suku cadang mesin",81728
2007,"Maret","Hasil industri","Asam berlemak",20451
2007,"Maret","Hasil industri","Komputer dan bagiannya",106834
2007,"Maret","Hasil industri","Sabun mandi dan cuci",33770
2007,"Maret","Hasil industri","Minyak atsiri dan lainnya",25918
2007,"Maret","Hasil industri","Gelas dan barang dari gelas",35093
2007,"Maret","Hasil industri","Pupuk",793
2007,"Maret","Hasil industri","Perlengkapan olahraga",15453
2007,"Maret","Hasil industri","Produk keramik",25287
2007,"Maret","Hasil industri","Makanan ternak",11938
2007,"Maret","Hasil industri","Margarin dan lemak lainnya",16532
2007,"Maret","Hasil industri","Produk farmasi",15241
2007,"Maret","Hasil industri","Barang dari logam mulia",11127
2007,"Maret","Hasil industri","Kulit dan barang dari kulit",18974
2007,"Maret","Hasil industri","Preparat pembasmi kuman",13954
2007,"Maret","Hasil industri","Pesawat udara dan bagiannya",73966
2007,"Maret","Hasil industri","Bahan celup organik sintetik",10239
2007,"Maret","Hasil industri","Semen",21433
2007,"Maret","Hasil industri","Kendaraan bermotor roda 2 dan 3",2210
2007,"Maret","Hasil industri","Barang anyaman",5746
2007,"Maret","Hasil industri","Rotan olahan",3477
2007,"Maret","Hasil industri","Peti kemas",4611
2007,"Maret","Hasil industri","Gliserol dan larutan alkali",245
2007,"Maret","Hasil industri","Hasil industri lainnya",510150
2007,"Maret","Hasil pertambangan dan sektor lainnya","Batubara",576212
2007,"Maret","Hasil pertambangan dan sektor lainnya","Biji tembaga",522469
2007,"Maret","Hasil pertambangan dan sektor lainnya","Biji nikel",50862
2007,"Maret","Hasil pertambangan dan sektor lainnya","Bauksit",0
2007,"Maret","Hasil pertambangan dan sektor lainnya","Granit",14
2007,"Maret","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",13308
2007,"Maret","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",839
2007,"Maret","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",46061
2007,"April","Hasil pertanian","Biji coklat",32680
2007,"April","Hasil pertanian","Udang",76908
2007,"April","Hasil pertanian","Biji kopi",26528
2007,"April","Hasil pertanian","Ikan dan lain-lain",54380
2007,"April","Hasil pertanian","Rempah-rempah",15056
2007,"April","Hasil pertanian","Teh",4251
2007,"April","Hasil pertanian","Bahan nabati",3829
2007,"April","Hasil pertanian","Buah-buahan",9540
2007,"April","Hasil pertanian","Tembakau",5474
2007,"April","Hasil pertanian","Sayur-sayuran",1465
2007,"April","Hasil pertanian","Damar dan getah damar",1772
2007,"April","Hasil pertanian","Karet alam",2898
2007,"April","Hasil pertanian","Hasil pertanian lainnya",23799
2007,"April","Hasil industri","Minyak sawit",650595
2007,"April","Hasil industri","Tekstil dan produk tekstil",731580
2007,"April","Hasil industri","Peralatan listrik, alat ukur dan optik",619593
2007,"April","Hasil industri","Produk logam dasar ",796251
2007,"April","Hasil industri","Karet olahan ",504390
2007,"April","Hasil industri","Kertas dan barang dari kertas",266767
2007,"April","Hasil industri","Makanan olahan",155644
2007,"April","Hasil industri","Bahan kimia",292696
2007,"April","Hasil industri","Produk kayu olahan",265333
2007,"April","Hasil industri","Alas kaki",134287
2007,"April","Hasil industri","Damar tiruan, bahan plastik",153186
2007,"April","Hasil industri","Furnitur",168786
2007,"April","Hasil industri","Kapal laut dan sejenisnya",85130
2007,"April","Hasil industri","Bahan kertas",86123
2007,"April","Hasil industri","Suku cadang kendaraan",94673
2007,"April","Hasil industri","Kendaraan bermotor roda 4 dan lebih",57654
2007,"April","Hasil industri","Emas batangan",85807
2007,"April","Hasil industri","Suku cadang mesin",76211
2007,"April","Hasil industri","Asam berlemak",37251
2007,"April","Hasil industri","Komputer dan bagiannya",109401
2007,"April","Hasil industri","Sabun mandi dan cuci",34691
2007,"April","Hasil industri","Minyak atsiri dan lainnya",21452
2007,"April","Hasil industri","Gelas dan barang dari gelas",32988
2007,"April","Hasil industri","Pupuk",13137
2007,"April","Hasil industri","Perlengkapan olahraga",16487
2007,"April","Hasil industri","Produk keramik",24113
2007,"April","Hasil industri","Makanan ternak",15180
2007,"April","Hasil industri","Margarin dan lemak lainnya",23801
2007,"April","Hasil industri","Produk farmasi",14234
2007,"April","Hasil industri","Barang dari logam mulia",10757
2007,"April","Hasil industri","Kulit dan barang dari kulit",20099
2007,"April","Hasil industri","Preparat pembasmi kuman",9903
2007,"April","Hasil industri","Pesawat udara dan bagiannya",41927
2007,"April","Hasil industri","Bahan celup organik sintetik",9273
2007,"April","Hasil industri","Semen",15605
2007,"April","Hasil industri","Kendaraan bermotor roda 2 dan 3",2082
2007,"April","Hasil industri","Barang anyaman",5798
2007,"April","Hasil industri","Rotan olahan",2483
2007,"April","Hasil industri","Peti kemas",3205
2007,"April","Hasil industri","Gliserol dan larutan alkali",240
