tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2009,"Maret","Hasil industri","Kulit dan barang dari kulit",12097
2009,"Maret","Hasil industri","Preparat pembasmi kuman",15808
2009,"Maret","Hasil industri","Pesawat udara dan bagiannya",10567
2009,"Maret","Hasil industri","Bahan celup organik sintetik",7797
2009,"Maret","Hasil industri","Semen",11214
2009,"Maret","Hasil industri","Kendaraan bermotor roda 2 dan 3",2454
2009,"Maret","Hasil industri","Barang anyaman",3807
2009,"Maret","Hasil industri","Rotan olahan",4479
2009,"Maret","Hasil industri","Peti kemas",303
2009,"Maret","Hasil industri","Gliserol dan larutan alkali",401
2009,"Maret","Hasil industri","Hasil industri lainnya",556941
2009,"Maret","Hasil pertambangan dan sektor lainnya","Batubara",898752
2009,"Maret","Hasil pertambangan dan sektor lainnya","Biji tembaga",652200
2009,"Maret","Hasil pertambangan dan sektor lainnya","Biji nikel",10226
2009,"Maret","Hasil pertambangan dan sektor lainnya","Bauksit",10178
2009,"Maret","Hasil pertambangan dan sektor lainnya","Granit",3457
2009,"Maret","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",15560
2009,"Maret","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",1183
2009,"Maret","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",38670
2009,"April","Hasil pertanian","Biji coklat",54384
2009,"April","Hasil pertanian","Udang",59917
2009,"April","Hasil pertanian","Biji kopi",54398
2009,"April","Hasil pertanian","Ikan dan lain-lain",54804
2009,"April","Hasil pertanian","Rempah-rempah",22440
2009,"April","Hasil pertanian","Teh",11588
2009,"April","Hasil pertanian","Bahan nabati",5614
2009,"April","Hasil pertanian","Buah-buahan",8983
2009,"April","Hasil pertanian","Tembakau",12743
2009,"April","Hasil pertanian","Sayur-sayuran",2926
2009,"April","Hasil pertanian","Damar dan getah damar",3610
2009,"April","Hasil pertanian","Karet alam",1632
2009,"April","Hasil pertanian","Hasil pertanian lainnya",14897
2009,"April","Hasil industri","Minyak sawit",658982
2009,"April","Hasil industri","Tekstil dan produk tekstil",700171
2009,"April","Hasil industri","Peralatan listrik, alat ukur dan optik",667173
2009,"April","Hasil industri","Produk logam dasar ",418826
2009,"April","Hasil industri","Karet olahan ",317887
2009,"April","Hasil industri","Kertas dan barang dari kertas",263998
2009,"April","Hasil industri","Makanan olahan",222758
2009,"April","Hasil industri","Bahan kimia",161890
2009,"April","Hasil industri","Produk kayu olahan",177053
2009,"April","Hasil industri","Alas kaki",152125
2009,"April","Hasil industri","Damar tiruan, bahan plastik",149287
2009,"April","Hasil industri","Furnitur",131235
2009,"April","Hasil industri","Kapal laut dan sejenisnya",443242
2009,"April","Hasil industri","Bahan kertas",56861
2009,"April","Hasil industri","Suku cadang kendaraan",69220
2009,"April","Hasil industri","Kendaraan bermotor roda 4 dan lebih",48567
2009,"April","Hasil industri","Emas batangan",31981
2009,"April","Hasil industri","Suku cadang mesin",123408
2009,"April","Hasil industri","Asam berlemak",41491
2009,"April","Hasil industri","Komputer dan bagiannya",80845
2009,"April","Hasil industri","Sabun mandi dan cuci",45118
2009,"April","Hasil industri","Minyak atsiri dan lainnya",25920
2009,"April","Hasil industri","Gelas dan barang dari gelas",29437
2009,"April","Hasil industri","Pupuk",5916
2009,"April","Hasil industri","Perlengkapan olahraga",17506
2009,"April","Hasil industri","Produk keramik",19529
2009,"April","Hasil industri","Makanan ternak",19148
2009,"April","Hasil industri","Margarin dan lemak lainnya",21734
2009,"April","Hasil industri","Produk farmasi",15059
2009,"April","Hasil industri","Barang dari logam mulia",8585
2009,"April","Hasil industri","Kulit dan barang dari kulit",12506
2009,"April","Hasil industri","Preparat pembasmi kuman",18006
2009,"April","Hasil industri","Pesawat udara dan bagiannya",24700
2009,"April","Hasil industri","Bahan celup organik sintetik",9887
2009,"April","Hasil industri","Semen",10558
2009,"April","Hasil industri","Kendaraan bermotor roda 2 dan 3",3863
2009,"April","Hasil industri","Barang anyaman",3826
2009,"April","Hasil industri","Rotan olahan",262
2009,"April","Hasil industri","Peti kemas",342
2009,"April","Hasil industri","Gliserol dan larutan alkali",902
2009,"April","Hasil industri","Hasil industri lainnya",537753
2009,"April","Hasil pertambangan dan sektor lainnya","Batubara",858137
2009,"April","Hasil pertambangan dan sektor lainnya","Biji tembaga",32993
2009,"April","Hasil pertambangan dan sektor lainnya","Biji nikel",18153
2009,"April","Hasil pertambangan dan sektor lainnya","Bauksit",16878
2009,"April","Hasil pertambangan dan sektor lainnya","Granit",61
2009,"April","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",12297
2009,"April","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",619
2009,"April","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",57924
2009,"Mei","Hasil pertanian","Biji coklat",52519
2009,"Mei","Hasil pertanian","Udang",57766
2009,"Mei","Hasil pertanian","Biji kopi",78782
2009,"Mei","Hasil pertanian","Ikan dan lain-lain",49456
2009,"Mei","Hasil pertanian","Rempah-rempah",17812
2009,"Mei","Hasil pertanian","Teh",12024
2009,"Mei","Hasil pertanian","Bahan nabati",6130
2009,"Mei","Hasil pertanian","Buah-buahan",8678
2009,"Mei","Hasil pertanian","Tembakau",10355
2009,"Mei","Hasil pertanian","Sayur-sayuran",2787
2009,"Mei","Hasil pertanian","Damar dan getah damar",3417
2009,"Mei","Hasil pertanian","Karet alam",562
2009,"Mei","Hasil pertanian","Hasil pertanian lainnya",17718
2009,"Mei","Hasil industri","Minyak sawit",1039222
2009,"Mei","Hasil industri","Tekstil dan produk tekstil",779223
2009,"Mei","Hasil industri","Peralatan listrik, alat ukur dan optik",688991
2009,"Mei","Hasil industri","Produk logam dasar ",488507
2009,"Mei","Hasil industri","Karet olahan ",379557
2009,"Mei","Hasil industri","Kertas dan barang dari kertas",278471
2009,"Mei","Hasil industri","Makanan olahan",237537
2009,"Mei","Hasil industri","Bahan kimia",176006
2009,"Mei","Hasil industri","Produk kayu olahan",179367
2009,"Mei","Hasil industri","Alas kaki",176024
2009,"Mei","Hasil industri","Damar tiruan, bahan plastik",150250
2009,"Mei","Hasil industri","Furnitur",127083
2009,"Mei","Hasil industri","Kapal laut dan sejenisnya",179171
2009,"Mei","Hasil industri","Bahan kertas",56924
2009,"Mei","Hasil industri","Suku cadang kendaraan",73517
2009,"Mei","Hasil industri","Kendaraan bermotor roda 4 dan lebih",46173
2009,"Mei","Hasil industri","Emas batangan",46795
2009,"Mei","Hasil industri","Suku cadang mesin",68334
2009,"Mei","Hasil industri","Asam berlemak",48695
2009,"Mei","Hasil industri","Komputer dan bagiannya",76883
2009,"Mei","Hasil industri","Sabun mandi dan cuci",46810
2009,"Mei","Hasil industri","Minyak atsiri dan lainnya",25903
2009,"Mei","Hasil industri","Gelas dan barang dari gelas",29604
2009,"Mei","Hasil industri","Pupuk",14914
2009,"Mei","Hasil industri","Perlengkapan olahraga",18615
2009,"Mei","Hasil industri","Produk keramik",20786
2009,"Mei","Hasil industri","Makanan ternak",22824
2009,"Mei","Hasil industri","Margarin dan lemak lainnya",20178
2009,"Mei","Hasil industri","Produk farmasi",17767
2009,"Mei","Hasil industri","Barang dari logam mulia",14242
2009,"Mei","Hasil industri","Kulit dan barang dari kulit",13072
2009,"Mei","Hasil industri","Preparat pembasmi kuman",14880
2009,"Mei","Hasil industri","Pesawat udara dan bagiannya",37970
2009,"Mei","Hasil industri","Bahan celup organik sintetik",9349
2009,"Mei","Hasil industri","Semen",19090
2009,"Mei","Hasil industri","Kendaraan bermotor roda 2 dan 3",5333
2009,"Mei","Hasil industri","Barang anyaman",3365
2009,"Mei","Hasil industri","Rotan olahan",1728
2009,"Mei","Hasil industri","Peti kemas",207
2009,"Mei","Hasil industri","Gliserol dan larutan alkali",440
2009,"Mei","Hasil industri","Hasil industri lainnya",600178
2009,"Mei","Hasil pertambangan dan sektor lainnya","Batubara",1054825
2009,"Mei","Hasil pertambangan dan sektor lainnya","Biji tembaga",517932
2009,"Mei","Hasil pertambangan dan sektor lainnya","Biji nikel",21227
2009,"Mei","Hasil pertambangan dan sektor lainnya","Bauksit",18771
2009,"Mei","Hasil pertambangan dan sektor lainnya","Granit",44
2009,"Mei","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",15053
2009,"Mei","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",1209
2009,"Mei","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",48062
2009,"Juni","Hasil pertanian","Biji coklat",94241
2009,"Juni","Hasil pertanian","Udang",61001
2009,"Juni","Hasil pertanian","Biji kopi",110767
2009,"Juni","Hasil pertanian","Ikan dan lain-lain",57160
2009,"Juni","Hasil pertanian","Rempah-rempah",19142
2009,"Juni","Hasil pertanian","Teh",12408
2009,"Juni","Hasil pertanian","Bahan nabati",6576
2009,"Juni","Hasil pertanian","Buah-buahan",9883
2009,"Juni","Hasil pertanian","Tembakau",11035
2009,"Juni","Hasil pertanian","Sayur-sayuran",2770
2009,"Juni","Hasil pertanian","Damar dan getah damar",5063
2009,"Juni","Hasil pertanian","Karet alam",1827
2009,"Juni","Hasil pertanian","Hasil pertanian lainnya",16786
2009,"Juni","Hasil industri","Minyak sawit",638136
2009,"Juni","Hasil industri","Tekstil dan produk tekstil",829357
2009,"Juni","Hasil industri","Peralatan listrik, alat ukur dan optik",695046
2009,"Juni","Hasil industri","Produk logam dasar ",530982
2009,"Juni","Hasil industri","Karet olahan ",378648
2009,"Juni","Hasil industri","Kertas dan barang dari kertas",309553
2009,"Juni","Hasil industri","Makanan olahan",260392
2009,"Juni","Hasil industri","Bahan kimia",160382
2009,"Juni","Hasil industri","Produk kayu olahan",193368
2009,"Juni","Hasil industri","Alas kaki",179541
2009,"Juni","Hasil industri","Damar tiruan, bahan plastik",148948
2009,"Juni","Hasil industri","Furnitur",215905
2009,"Juni","Hasil industri","Kapal laut dan sejenisnya",44069
2009,"Juni","Hasil industri","Bahan kertas",53562
2009,"Juni","Hasil industri","Suku cadang kendaraan",81752
2009,"Juni","Hasil industri","Kendaraan bermotor roda 4 dan lebih",48722
2009,"Juni","Hasil industri","Emas batangan",60904
2009,"Juni","Hasil industri","Suku cadang mesin",67830
2009,"Juni","Hasil industri","Asam berlemak",48504
2009,"Juni","Hasil industri","Komputer dan bagiannya",73369
2009,"Juni","Hasil industri","Sabun mandi dan cuci",48248
2009,"Juni","Hasil industri","Minyak atsiri dan lainnya",28964
2009,"Juni","Hasil industri","Gelas dan barang dari gelas",71293
2009,"Juni","Hasil industri","Pupuk",12766
2009,"Juni","Hasil industri","Perlengkapan olahraga",23461
2009,"Juni","Hasil industri","Produk keramik",22614
2009,"Juni","Hasil industri","Makanan ternak",22728
2009,"Juni","Hasil industri","Margarin dan lemak lainnya",21421
2009,"Juni","Hasil industri","Produk farmasi",26316
2009,"Juni","Hasil industri","Barang dari logam mulia",15264
2009,"Juni","Hasil industri","Kulit dan barang dari kulit",13757
2009,"Juni","Hasil industri","Preparat pembasmi kuman",14560
2009,"Juni","Hasil industri","Pesawat udara dan bagiannya",7932
2009,"Juni","Hasil industri","Bahan celup organik sintetik",8869
2009,"Juni","Hasil industri","Semen",18257
2009,"Juni","Hasil industri","Kendaraan bermotor roda 2 dan 3",3120
2009,"Juni","Hasil industri","Barang anyaman",3624
2009,"Juni","Hasil industri","Rotan olahan",4810
2009,"Juni","Hasil industri","Peti kemas",316
2009,"Juni","Hasil industri","Gliserol dan larutan alkali",181
2009,"Juni","Hasil industri","Hasil industri lainnya",527873
2009,"Juni","Hasil pertambangan dan sektor lainnya","Batubara",1619383
2009,"Juni","Hasil pertambangan dan sektor lainnya","Biji tembaga",415727
2009,"Juni","Hasil pertambangan dan sektor lainnya","Biji nikel",26951
2009,"Juni","Hasil pertambangan dan sektor lainnya","Bauksit",21106
2009,"Juni","Hasil pertambangan dan sektor lainnya","Granit",27
2009,"Juni","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",22359
2009,"Juni","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",396
2009,"Juni","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",39812
2009,"Juli","Hasil pertanian","Biji coklat",108890
2009,"Juli","Hasil pertanian","Udang",68592
2009,"Juli","Hasil pertanian","Biji kopi",91474
2009,"Juli","Hasil pertanian","Ikan dan lain-lain",54670
2009,"Juli","Hasil pertanian","Rempah-rempah",22074
2009,"Juli","Hasil pertanian","Teh",14631
2009,"Juli","Hasil pertanian","Bahan nabati",8577
2009,"Juli","Hasil pertanian","Buah-buahan",9451
2009,"Juli","Hasil pertanian","Tembakau",6420
2009,"Juli","Hasil pertanian","Sayur-sayuran",2935
2009,"Juli","Hasil pertanian","Damar dan getah damar",3687
2009,"Juli","Hasil pertanian","Karet alam",762
2009,"Juli","Hasil pertanian","Hasil pertanian lainnya",17885
2009,"Juli","Hasil industri","Minyak sawit",713827
2009,"Juli","Hasil industri","Tekstil dan produk tekstil",909346
2009,"Juli","Hasil industri","Peralatan listrik, alat ukur dan optik",750752
2009,"Juli","Hasil industri","Produk logam dasar ",529230
2009,"Juli","Hasil industri","Karet olahan ",448051
2009,"Juli","Hasil industri","Kertas dan barang dari kertas",299579
2009,"Juli","Hasil industri","Makanan olahan",259344
2009,"Juli","Hasil industri","Bahan kimia",201969
2009,"Juli","Hasil industri","Produk kayu olahan",192673
2009,"Juli","Hasil industri","Alas kaki",145878
2009,"Juli","Hasil industri","Damar tiruan, bahan plastik",152937
2009,"Juli","Hasil industri","Furnitur",127187
2009,"Juli","Hasil industri","Kapal laut dan sejenisnya",72700
2009,"Juli","Hasil industri","Bahan kertas",50989
2009,"Juli","Hasil industri","Suku cadang kendaraan",92954
2009,"Juli","Hasil industri","Kendaraan bermotor roda 4 dan lebih",39958
2009,"Juli","Hasil industri","Emas batangan",42438
2009,"Juli","Hasil industri","Suku cadang mesin",74420
2009,"Juli","Hasil industri","Asam berlemak",38946
2009,"Juli","Hasil industri","Komputer dan bagiannya",78270
2009,"Juli","Hasil industri","Sabun mandi dan cuci",46669
2009,"Juli","Hasil industri","Minyak atsiri dan lainnya",31018
2009,"Juli","Hasil industri","Gelas dan barang dari gelas",30243
2009,"Juli","Hasil industri","Pupuk",12054
2009,"Juli","Hasil industri","Perlengkapan olahraga",27165
2009,"Juli","Hasil industri","Produk keramik",24194
2009,"Juli","Hasil industri","Makanan ternak",16732
2009,"Juli","Hasil industri","Margarin dan lemak lainnya",20095
2009,"Juli","Hasil industri","Produk farmasi",16492
2009,"Juli","Hasil industri","Barang dari logam mulia",17548
2009,"Juli","Hasil industri","Kulit dan barang dari kulit",13279
2009,"Juli","Hasil industri","Preparat pembasmi kuman",12561
2009,"Juli","Hasil industri","Pesawat udara dan bagiannya",4839
2009,"Juli","Hasil industri","Bahan celup organik sintetik",8072
2009,"Juli","Hasil industri","Semen",20597
2009,"Juli","Hasil industri","Kendaraan bermotor roda 2 dan 3",4034
2009,"Juli","Hasil industri","Barang anyaman",3297
2009,"Juli","Hasil industri","Rotan olahan",1939
2009,"Juli","Hasil industri","Peti kemas",851
2009,"Juli","Hasil industri","Gliserol dan larutan alkali",869
2009,"Juli","Hasil industri","Hasil industri lainnya",552601
2009,"Juli","Hasil pertambangan dan sektor lainnya","Batubara",1387375
2009,"Juli","Hasil pertambangan dan sektor lainnya","Biji tembaga",441087
2009,"Juli","Hasil pertambangan dan sektor lainnya","Biji nikel",24762
2009,"Juli","Hasil pertambangan dan sektor lainnya","Bauksit",19990
2009,"Juli","Hasil pertambangan dan sektor lainnya","Granit",26
2009,"Juli","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",21934
2009,"Juli","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",787
2009,"Juli","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",44291
2009,"Agustus","Hasil pertanian","Biji coklat",138527
2009,"Agustus","Hasil pertanian","Udang",69582
2009,"Agustus","Hasil pertanian","Biji kopi",96091
2009,"Agustus","Hasil pertanian","Ikan dan lain-lain",48885
2009,"Agustus","Hasil pertanian","Rempah-rempah",22605
2009,"Agustus","Hasil pertanian","Teh",12641
2009,"Agustus","Hasil pertanian","Bahan nabati",9469
2009,"Agustus","Hasil pertanian","Buah-buahan",7179
2009,"Agustus","Hasil pertanian","Tembakau",5754
2009,"Agustus","Hasil pertanian","Sayur-sayuran",7042
2009,"Agustus","Hasil pertanian","Damar dan getah damar",3190
2009,"Agustus","Hasil pertanian","Karet alam",1806
2009,"Agustus","Hasil pertanian","Hasil pertanian lainnya",18680
2009,"Agustus","Hasil industri","Minyak sawit",1179769
2009,"Agustus","Hasil industri","Tekstil dan produk tekstil",823393
2009,"Agustus","Hasil industri","Peralatan listrik, alat ukur dan optik",841474
2009,"Agustus","Hasil industri","Produk logam dasar ",815838
2009,"Agustus","Hasil industri","Karet olahan ",404176
2009,"Agustus","Hasil industri","Kertas dan barang dari kertas",298932
2009,"Agustus","Hasil industri","Makanan olahan",245750
2009,"Agustus","Hasil industri","Bahan kimia",208068
2009,"Agustus","Hasil industri","Produk kayu olahan",194750
2009,"Agustus","Hasil industri","Alas kaki",123237
2009,"Agustus","Hasil industri","Damar tiruan, bahan plastik",149401
2009,"Agustus","Hasil industri","Furnitur",121502
2009,"Agustus","Hasil industri","Kapal laut dan sejenisnya",14258
2009,"Agustus","Hasil industri","Bahan kertas",63229
2009,"Agustus","Hasil industri","Suku cadang kendaraan",96039
2009,"Agustus","Hasil industri","Kendaraan bermotor roda 4 dan lebih",42262
2009,"Agustus","Hasil industri","Emas batangan",49312
2009,"Agustus","Hasil industri","Suku cadang mesin",76176
2009,"Agustus","Hasil industri","Asam berlemak",41611
2009,"Agustus","Hasil industri","Komputer dan bagiannya",72565
2009,"Agustus","Hasil industri","Sabun mandi dan cuci",45717
2009,"Agustus","Hasil industri","Minyak atsiri dan lainnya",27602
2009,"Agustus","Hasil industri","Gelas dan barang dari gelas",29680
2009,"Agustus","Hasil industri","Pupuk",7171
2009,"Agustus","Hasil industri","Perlengkapan olahraga",30964
2009,"Agustus","Hasil industri","Produk keramik",24441
2009,"Agustus","Hasil industri","Makanan ternak",22652
2009,"Agustus","Hasil industri","Margarin dan lemak lainnya",18821
2009,"Agustus","Hasil industri","Produk farmasi",25574
2009,"Agustus","Hasil industri","Barang dari logam mulia",11227
2009,"Agustus","Hasil industri","Kulit dan barang dari kulit",14770
2009,"Agustus","Hasil industri","Preparat pembasmi kuman",11455
2009,"Agustus","Hasil industri","Pesawat udara dan bagiannya",3974
2009,"Agustus","Hasil industri","Bahan celup organik sintetik",9489
2009,"Agustus","Hasil industri","Semen",12614
2009,"Agustus","Hasil industri","Kendaraan bermotor roda 2 dan 3",2015
2009,"Agustus","Hasil industri","Barang anyaman",2948
2009,"Agustus","Hasil industri","Rotan olahan",1723
2009,"Agustus","Hasil industri","Peti kemas",196
2009,"Agustus","Hasil industri","Gliserol dan larutan alkali",687
2009,"Agustus","Hasil industri","Hasil industri lainnya",651895
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Batubara",1185324
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Biji tembaga",388728
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Biji nikel",34140
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Bauksit",25344
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Granit",54
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",24284
2009,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",617
2009,"Agustus","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",48332
2009,"September","Hasil pertanian","Biji coklat",75238
2009,"September","Hasil pertanian","Udang",55995
2009,"September","Hasil pertanian","Biji kopi",66225
2009,"September","Hasil pertanian","Ikan dan lain-lain",46469
2009,"September","Hasil pertanian","Rempah-rempah",18411
2009,"September","Hasil pertanian","Teh",9991
2009,"September","Hasil pertanian","Bahan nabati",7596
2009,"September","Hasil pertanian","Buah-buahan",5635
2009,"September","Hasil pertanian","Tembakau",4574
2009,"September","Hasil pertanian","Sayur-sayuran",9256
2009,"September","Hasil pertanian","Damar dan getah damar",3994
2009,"September","Hasil pertanian","Karet alam",789
2009,"September","Hasil pertanian","Hasil pertanian lainnya",16903
2009,"September","Hasil industri","Minyak sawit",820768
2009,"September","Hasil industri","Tekstil dan produk tekstil",683137
2009,"September","Hasil industri","Peralatan listrik, alat ukur dan optik",773927
2009,"September","Hasil industri","Produk logam dasar ",636572
2009,"September","Hasil industri","Karet olahan ",375018
2009,"September","Hasil industri","Kertas dan barang dari kertas",271715
2009,"September","Hasil industri","Makanan olahan",216684
2009,"September","Hasil industri","Bahan kimia",249203
2009,"September","Hasil industri","Produk kayu olahan",165255
2009,"September","Hasil industri","Alas kaki",92007
2009,"September","Hasil industri","Damar tiruan, bahan plastik",126923
2009,"September","Hasil industri","Furnitur",103663
2009,"September","Hasil industri","Kapal laut dan sejenisnya",51452
2009,"September","Hasil industri","Bahan kertas",62441
2009,"September","Hasil industri","Suku cadang kendaraan",87567
2009,"September","Hasil industri","Kendaraan bermotor roda 4 dan lebih",46401
2009,"September","Hasil industri","Emas batangan",37977
2009,"September","Hasil industri","Suku cadang mesin",222857
2009,"September","Hasil industri","Asam berlemak",48981
2009,"September","Hasil industri","Komputer dan bagiannya",60011
2009,"September","Hasil industri","Sabun mandi dan cuci",34997
2009,"September","Hasil industri","Minyak atsiri dan lainnya",25908
2009,"September","Hasil industri","Gelas dan barang dari gelas",26343
2009,"September","Hasil industri","Pupuk",7175
2009,"September","Hasil industri","Perlengkapan olahraga",23372
2009,"September","Hasil industri","Produk keramik",19687
2009,"September","Hasil industri","Makanan ternak",25468
2009,"September","Hasil industri","Margarin dan lemak lainnya",17909
2009,"September","Hasil industri","Produk farmasi",27022
2009,"September","Hasil industri","Barang dari logam mulia",21547
2009,"September","Hasil industri","Kulit dan barang dari kulit",15171
2009,"September","Hasil industri","Preparat pembasmi kuman",8368
2009,"September","Hasil industri","Pesawat udara dan bagiannya",4486
2009,"September","Hasil industri","Bahan celup organik sintetik",5421
2009,"September","Hasil industri","Semen",11549
2009,"September","Hasil industri","Kendaraan bermotor roda 2 dan 3",3367
2009,"September","Hasil industri","Barang anyaman",2469
2009,"September","Hasil industri","Rotan olahan",3843
2009,"September","Hasil industri","Peti kemas",72
2009,"September","Hasil industri","Gliserol dan larutan alkali",776
2009,"September","Hasil industri","Hasil industri lainnya",572654
2009,"September","Hasil pertambangan dan sektor lainnya","Batubara",1133769
2009,"September","Hasil pertambangan dan sektor lainnya","Biji tembaga",630930
2009,"September","Hasil pertambangan dan sektor lainnya","Biji nikel",33121
2009,"September","Hasil pertambangan dan sektor lainnya","Bauksit",23466
2009,"September","Hasil pertambangan dan sektor lainnya","Granit",37
2009,"September","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",19721
2009,"September","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",1540
2009,"September","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",46440
2009,"Oktober","Hasil pertanian","Biji coklat",99137
2009,"Oktober","Hasil pertanian","Udang",72594
2009,"Oktober","Hasil pertanian","Biji kopi",80220
2009,"Oktober","Hasil pertanian","Ikan dan lain-lain",59579
2009,"Oktober","Hasil pertanian","Rempah-rempah",26638
2009,"Oktober","Hasil pertanian","Teh",14213
2009,"Oktober","Hasil pertanian","Bahan nabati",9750
2009,"Oktober","Hasil pertanian","Buah-buahan",7111
2009,"Oktober","Hasil pertanian","Tembakau",4804
2009,"Oktober","Hasil pertanian","Sayur-sayuran",14317
2009,"Oktober","Hasil pertanian","Damar dan getah damar",5310
2009,"Oktober","Hasil pertanian","Karet alam",554
2009,"Oktober","Hasil pertanian","Hasil pertanian lainnya",16650
2009,"Oktober","Hasil industri","Minyak sawit",1086700
2009,"Oktober","Hasil industri","Tekstil dan produk tekstil",753708
2009,"Oktober","Hasil industri","Peralatan listrik, alat ukur dan optik",929869
2009,"Oktober","Hasil industri","Produk logam dasar ",734742
2009,"Oktober","Hasil industri","Karet olahan ",492206
2009,"Oktober","Hasil industri","Kertas dan barang dari kertas",338071
2009,"Oktober","Hasil industri","Makanan olahan",289663
2009,"Oktober","Hasil industri","Bahan kimia",274522
2009,"Oktober","Hasil industri","Produk kayu olahan",230181
2009,"Oktober","Hasil industri","Alas kaki",127487
2009,"Oktober","Hasil industri","Damar tiruan, bahan plastik",173939
2009,"Oktober","Hasil industri","Furnitur",129060
2009,"Oktober","Hasil industri","Kapal laut dan sejenisnya",237219
2009,"Oktober","Hasil industri","Bahan kertas",90907
2009,"Oktober","Hasil industri","Suku cadang kendaraan",111974
2009,"Oktober","Hasil industri","Kendaraan bermotor roda 4 dan lebih",55015
2009,"Oktober","Hasil industri","Emas batangan",62398
2009,"Oktober","Hasil industri","Suku cadang mesin",84545
2009,"Oktober","Hasil industri","Asam berlemak",73549
2009,"Oktober","Hasil industri","Komputer dan bagiannya",71685
2009,"Oktober","Hasil industri","Sabun mandi dan cuci",45279
2009,"Oktober","Hasil industri","Minyak atsiri dan lainnya",35033
2009,"Oktober","Hasil industri","Gelas dan barang dari gelas",35260
2009,"Oktober","Hasil industri","Pupuk",29091
2009,"Oktober","Hasil industri","Perlengkapan olahraga",26295
2009,"Oktober","Hasil industri","Produk keramik",28347
2009,"Oktober","Hasil industri","Makanan ternak",17334
2009,"Oktober","Hasil industri","Margarin dan lemak lainnya",27448
2009,"Oktober","Hasil industri","Produk farmasi",27943
2009,"Oktober","Hasil industri","Barang dari logam mulia",24803
2009,"Oktober","Hasil industri","Kulit dan barang dari kulit",18800
2009,"Oktober","Hasil industri","Preparat pembasmi kuman",14208
2009,"Oktober","Hasil industri","Pesawat udara dan bagiannya",3739
2009,"Oktober","Hasil industri","Bahan celup organik sintetik",7483
2009,"Oktober","Hasil industri","Semen",15239
2009,"Oktober","Hasil industri","Kendaraan bermotor roda 2 dan 3",3552
2009,"Oktober","Hasil industri","Barang anyaman",3011
2009,"Oktober","Hasil industri","Rotan olahan",2061
2009,"Oktober","Hasil industri","Peti kemas",1597
2009,"Oktober","Hasil industri","Gliserol dan larutan alkali",1617
2009,"Oktober","Hasil industri","Hasil industri lainnya",678587
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Batubara",1289169
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Biji tembaga",519388
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Biji nikel",25233
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Bauksit",28396
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Granit",4647
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",23756
2009,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",766
2009,"Oktober","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",63351
2009,"November","Hasil pertanian","Biji coklat",126472
2009,"November","Hasil pertanian","Udang",63808
2009,"November","Hasil pertanian","Biji kopi",51957
2009,"November","Hasil pertanian","Ikan dan lain-lain",55820
2009,"November","Hasil pertanian","Rempah-rempah",22024
2009,"November","Hasil pertanian","Teh",11173
2009,"November","Hasil pertanian","Bahan nabati",7514
2009,"November","Hasil pertanian","Buah-buahan",7512
2009,"November","Hasil pertanian","Tembakau",8018
2009,"November","Hasil pertanian","Sayur-sayuran",9828
2009,"November","Hasil pertanian","Damar dan getah damar",4243
